epoch,val_mse,val_mae
1,0.0718015232546763,0.19682091339067978
2,0.06328582899136977,0.18183535066517917
3,0.034840990365906196,0.13275841555812143
4,0.02076944150030613,0.10561871460892937
5,0.02516477199440653,0.11907313560897653
6,0.022356976162303577,0.112526880746538
7,0.01866001415659081,0.10230102254585786
8,0.01975007439878854,0.10334925150329416
9,0.017360175621103157,0.09607847712256691
10,0.018388411368836056,0.10002439536831596
11,0.018180925991724838,0.09884836118329655
12,0.017511496997692368,0.09494153139266101
13,0.01963821663097902,0.10049486702138727
14,0.01615233456885273,0.09228456223552878
15,0.018409427255392075,0.09848816354166377
16,0.01805837503211065,0.09947774762457068
17,0.01706952771002596,0.09464144503528421
18,0.015741411596536636,0.09275788407434117
19,0.01778385212475603,0.09646217389540239
20,0.017398682761598717,0.09407299215143378
21,0.01796294062991034,0.09758607975461266
22,0.015387536619197239,0.08944334157488563
23,0.016106580130078575,0.093336398628625
24,0.014611958187412132,0.0883678753267635
25,0.016084520823576233,0.09069376912983981
26,0.017082433808933605,0.09355496818369086
27,0.015857609242878178,0.091106770390814
28,0.017403964715247803,0.09528827938166531
29,0.0165613034570759,0.0920583422888409
30,0.016846013340083035,0.09319987893104553
31,0.016520973718301815,0.09266622161323373
32,0.016120642338964073,0.09146656502376903
33,0.01670553848486055,0.09310510077259758
34,0.01829841047186743,0.09703979234803807
