sim_time,speed_m_s
22.547752,1.414738
22.582746,1.447847
22.614464,1.476844
22.647356,1.514903
22.679212,1.530378
22.714834,1.586807
22.746922,1.620053
22.785543,1.620865
22.816014,1.673664
22.849562,1.724239
22.883637,1.738467
22.915285,1.796155
22.950214,1.816577
22.984879,1.893043
23.016761,1.894957
23.049483,1.926516
23.084477,1.982281
23.118318,2.025763
23.152294,2.030443
23.184161,2.064329
23.218840,2.106015
23.251369,2.134579
23.286217,2.185696
23.316312,2.200526
23.353074,2.212798
23.385461,2.252930
23.418077,2.283203
23.451404,2.315597
23.485340,2.351831
23.520894,2.367483
23.556256,2.395761
23.587916,2.419385
23.621731,2.440634
23.656552,2.476893
23.689587,2.491448
23.721427,2.518578
23.756204,2.555481
23.792500,2.556802
23.830460,2.618657
23.862156,2.605421
23.897920,2.630705
23.930372,2.693821
23.965476,2.669936
23.996837,2.697807
24.031941,2.693905
24.062080,2.713328
24.097785,2.748253
24.132867,2.767388
24.166416,2.778791
24.196361,2.794237
24.232769,2.818394
24.263912,2.831386
24.300170,2.855093
24.335072,2.859903
24.365629,2.879494
24.400580,2.867518
24.432638,2.874314
24.468045,2.892928
24.502112,2.892473
24.533353,2.890981
24.567489,2.879904
24.603627,2.886562
24.636525,2.856125
24.669120,2.858889
24.704496,2.840288
24.737918,2.812111
24.767969,2.770086
24.801216,2.715958
24.834049,2.653187
24.869789,2.591445
24.902136,2.512925
24.935817,2.421528
24.968518,2.329793
25.002312,2.251885
25.036728,2.170472
25.069720,2.111849
25.102926,2.018288
25.133812,1.942602
25.171109,1.894560
25.201515,1.812046
25.238305,1.751013
25.269883,1.687895
25.302964,1.629989
25.334814,1.591015
25.370498,1.540380
25.405367,1.475297
25.438291,1.443428
25.471266,1.397448
25.505120,1.354259
25.535713,1.321327
25.569551,1.290864
25.604537,1.244850
25.636527,1.211137
25.673407,1.168091
25.707024,1.135563
25.743775,1.109282
25.781360,1.088325
25.813410,1.058568
25.847461,1.039205
25.881580,1.032209
25.920096,1.050729
25.952620,1.090019
25.984464,1.052858
26.015887,1.055772
26.051629,1.063777
26.083712,1.065992
26.117512,1.063258
26.151190,1.071961
26.185355,1.086027
26.218558,1.085653
26.250617,1.100788
26.285297,1.105568
26.316430,1.108871
26.353418,1.118386
26.387462,1.124063
26.418617,1.134906
26.454195,1.147373
26.488324,1.170559
26.523886,1.167901
26.556202,1.175104
26.589356,1.180029
26.620272,1.183491
26.654663,1.187604
26.689010,1.207371
26.722123,1.214749
26.752824,1.219673
26.787089,1.214898
26.822780,1.249939
26.857427,1.220488
26.891399,1.234946
26.924205,1.232081
26.958697,1.241562
26.991717,1.250997
27.024556,1.258468
27.058046,1.273669
27.090306,1.273215
27.124889,1.274433
27.157938,1.274005
27.191890,1.271736
27.226538,1.264384
27.259754,1.311819
27.294916,1.284500
27.331394,1.305157
27.362888,1.294937
27.395199,1.278096
27.431523,1.320692
27.462630,1.312372
27.498207,1.305924
27.528486,1.308971
27.561901,1.308662
27.595331,1.323697
27.629048,1.314777
27.661738,1.327102
27.697920,1.368072
27.729966,1.344492
27.763094,1.349749
27.797088,1.376335
27.828678,1.393407
27.861390,1.418153
27.896594,1.429826
27.928071,1.481631
27.961916,1.483307
27.994254,1.545028
28.028833,1.544784
28.062972,1.616493
28.095482,1.621748
28.129641,1.651178
28.162354,1.724244
28.191639,1.700725
28.227313,1.724269
28.257137,1.756617
28.289607,1.776424
28.325048,1.805047
28.361290,1.824924
28.393701,1.890624
28.428825,1.885828
28.463816,1.913040
28.497191,1.974744
28.533284,1.958023
28.563989,1.983369
28.597736,2.032921
28.636872,2.036215
28.668350,2.053602
28.701083,2.072392
28.733097,2.110491
28.768858,2.127141
28.802285,2.149249
28.833929,2.164969
28.866378,2.189221
