sim_time,speed_m_s
0.000000,0.212201
0.037817,0.604832
0.079910,0.907270
0.115695,1.267182
0.148375,1.599774
0.184037,1.957668
0.219861,2.426025
0.255139,2.779949
0.288945,2.730647
0.321683,0.066381
0.355002,0.066578
0.391543,0.113841
0.428917,0.094198
0.465058,0.075524
0.500406,0.054325
0.534074,0.039404
0.570779,0.042784
0.602211,0.032690
0.636654,0.021492
0.668935,0.005005
0.699710,0.021002
0.736560,0.024102
0.766491,0.026359
0.804044,0.014255
0.838422,0.013274
0.875447,0.021456
0.910852,0.004841
0.946364,0.018445
0.979926,0.017155
1.014941,0.019690
1.049542,0.023605
1.080080,0.026552
1.116233,0.040223
1.149921,0.012376
1.186374,0.039729
1.219494,0.009112
1.252914,0.023455
1.282833,0.024425
1.320306,0.002118
1.353842,0.001645
1.385903,0.005559
1.420887,0.002618
1.455162,0.002024
1.486933,0.001171
1.522147,0.000672
1.554308,0.000398
1.588224,0.000698
1.619300,0.000773
1.654739,0.001912
1.687249,0.000536
1.717387,0.000000
1.754451,0.000000
1.788506,0.000000
1.822399,0.000000
1.855186,0.000000
1.886948,0.000000
1.919201,0.000000
1.949661,0.000000
1.988717,0.000000
2.019605,0.000000
2.056136,0.000000
2.087651,0.000298
2.117239,0.004567
2.151367,0.001181
2.187356,0.001467
2.221691,0.000627
2.252995,0.000046
2.287390,0.000607
2.320279,0.000489
2.352785,0.000454
2.383183,0.000261
2.418400,0.001760
2.454702,0.000687
2.485984,0.000218
2.521941,0.000936
2.553462,0.001699
2.585648,0.001770
2.621069,0.000664
2.652453,0.000195
2.689227,0.000959
2.723061,0.000007
2.754847,0.000750
2.788134,0.001003
2.823951,0.000623
2.857791,0.000567
2.894898,0.000054
2.926691,0.000427
2.961619,0.001220
2.993508,0.001148
3.026506,0.000227
3.061115,0.000001
3.091151,0.000088
3.126731,0.000588
3.159020,0.000103
3.192487,0.000714
3.227413,0.000591
3.262829,0.000093
3.292690,0.000909
3.328641,0.000106
3.362762,0.000292
3.395889,0.000140
3.427102,0.000019
3.462254,0.001474
3.496211,0.000722
3.530880,0.001104
3.558561,0.001431
3.594723,0.000513
3.628731,0.000082
3.661178,0.000258
3.695627,0.000558
3.731599,0.000204
3.764020,0.000231
3.796263,0.000325
3.829627,0.002225
3.864392,0.000465
3.900809,0.001377
3.934205,0.000454
3.964635,0.000700
3.998434,0.000364
4.032757,0.000199
4.070059,0.000459
4.101783,0.000066
4.135367,0.000691
4.170625,0.002346
4.205347,0.000916
4.238077,0.170266
4.273710,0.332822
4.303812,0.358172
4.336951,0.378482
4.370478,0.384794
4.403632,0.409170
4.440079,0.422073
4.471315,0.419250
4.504713,0.424100
4.537967,0.449702
4.573024,0.491907
4.607256,0.550869
4.637861,0.572613
4.676241,0.593689
4.707420,0.622572
4.743409,0.638628
4.777226,0.661920
4.805999,0.698184
4.843856,0.745068
4.878856,0.759178
4.916014,0.795756
4.954015,0.838583
4.987134,0.867415
5.022001,0.896945
5.053578,0.955461
5.087778,0.983293
5.122965,0.984271
5.156114,1.038295
5.189270,1.077308
5.222940,1.096497
5.257364,1.141292
5.294548,1.187210
5.328005,1.216113
5.362110,1.218122
5.392941,1.268688
5.429434,1.288037
5.458904,1.305912
5.495639,1.334472
5.527589,1.377675
5.558682,1.378260
5.594266,1.371810
5.627619,1.392741
5.664532,1.405978
5.697759,1.416817
5.731461,1.412902
5.766107,1.418043
5.798804,1.424019
5.834845,1.385980
5.866764,1.365404
5.901823,1.333593
5.931084,1.324022
5.962863,1.309467
6.000919,1.284951
6.036686,1.255376
6.069554,1.241812
6.102609,1.202902
6.138453,1.198642
6.171554,1.181293
6.207392,1.154766
6.238883,1.132282
6.272473,1.148123
6.304837,1.123197
6.337882,1.124347
6.375048,1.116407
6.407410,1.124691
6.438960,1.119610
6.472941,1.122430
6.504448,1.130042
6.539863,1.133751
6.571330,1.125731
6.606423,1.139176
6.642009,1.138365
6.674991,1.140292
6.708015,1.140180
6.741927,1.140929
6.777240,1.149899
6.810067,1.138479
6.844051,1.157036
6.879377,1.143819
6.910756,1.149703
6.944205,1.149342
6.979490,1.148691
7.014264,1.165561
7.046113,1.146624
7.078987,1.149937
7.113650,1.149712
7.144998,1.160272
7.180456,1.149177
7.211475,1.164638
7.247938,1.151728
7.280708,1.164837
7.314568,1.150136
7.345522,1.159150
7.381553,1.151241
7.414585,1.159201
7.444744,1.155064
7.477851,1.157214
7.511352,1.168097
7.546982,1.159823
7.580231,1.163185
7.614196,1.153966
7.647106,1.174513
7.682241,1.154368
7.713765,1.159505
7.746825,1.163849
7.781099,1.158248
7.811531,1.160221
7.846434,1.178061
7.879801,1.172968
7.912988,1.173354
7.946536,1.168456
7.982623,1.168882
8.016397,1.174833
8.048035,1.170006
8.081610,1.184552
8.115621,1.174379
8.148549,1.184394
8.185739,1.182261
8.218157,1.181789
8.253310,1.191806
8.286924,1.192439
8.320028,1.201275
8.352956,1.200452
8.386528,1.194628
8.419932,1.203058
8.454735,1.203766
8.486824,1.205342
8.523315,1.215901
8.556038,1.218188
8.591080,1.216977
8.624023,1.228133
8.657594,1.235024
8.689923,1.256522
8.725001,1.273070
8.757742,1.285991
8.790871,1.302719
8.822729,1.312933
8.855264,1.334604
8.891334,1.338774
8.927283,1.346569
8.960627,1.366740
8.992409,1.378704
9.024530,1.362733
9.062155,1.371726
9.091685,1.359327
9.128529,1.397577
9.160327,1.392542
9.195160,1.405893
9.227048,1.402493
9.259380,1.422183
9.292991,1.428629
9.325721,1.438080
9.360099,1.458434
9.395409,1.470287
9.428239,1.483126
9.459950,1.481943
9.494948,1.505456
9.528826,1.499099
9.561537,1.539607
9.600611,1.524594
9.631489,1.564259
9.664755,1.550285
9.699492,1.592416
9.730386,1.565179
9.766423,1.600384
9.799135,1.587327
9.834980,1.623520
9.866653,1.607739
9.897473,1.605252
9.933860,1.643051
9.968238,1.641265
10.001566,1.627389
10.035383,1.666771
10.070397,1.660702
10.103427,1.677063
10.136485,1.699967
10.174705,1.681544
10.211803,1.723699
10.243977,1.718623
10.278334,1.724857
10.313263,1.731593
10.344155,1.729332
10.379291,1.729943
10.410987,1.734187
10.446333,1.720670
10.477024,1.706878
10.512301,1.684580
10.545044,1.664029
10.578646,1.653513
10.612722,1.633992
10.648704,1.599844
10.680466,1.585969
10.712501,1.569785
10.745694,1.557928
10.780650,1.538817
10.809566,1.527082
10.847593,1.505851
10.878930,1.504394
10.913297,1.471905
10.945175,1.469338
10.981435,1.462185
11.014878,1.444803
11.045593,1.436669
11.081090,1.420867
11.119258,1.418230
11.150875,1.422338
11.184392,1.402065
11.218089,1.393623
11.253019,1.385058
11.283395,1.380997
11.315861,1.360952
11.349322,1.363148
11.386066,1.358701
11.418170,1.341010
11.451760,1.335576
11.485137,1.337407
11.517252,1.326009
11.550245,1.315123
11.583793,1.363716
11.616507,1.323050
11.648683,1.351516
11.683034,1.327542
11.713886,1.347387
11.747805,1.337549
11.784679,1.333494
11.819108,1.341621
11.853174,1.330771
11.886968,1.346800
11.918582,1.344550
11.954347,1.348322
11.985792,1.340746
12.018246,1.345408
12.054617,1.335023
12.087651,1.347201
12.122284,1.355557
12.158244,1.345608
12.191501,1.354213
12.229025,1.345216
12.262052,1.360010
12.297692,1.354254
12.331592,1.350552
12.364420,1.362227
12.396794,1.362893
12.431113,1.363551
12.462771,1.363603
12.498235,1.377495
12.531629,1.381784
12.563390,1.386708
12.597351,1.398019
12.632844,1.420648
12.667828,1.412610
12.695985,1.464085
12.732646,1.434265
12.766629,1.484623
12.800506,1.486096
12.833839,1.489730
12.866830,1.521400
12.902643,1.514488
12.935093,1.568465
12.966985,1.573962
13.002689,1.589464
13.035215,1.602341
13.071007,1.616616
13.102319,1.619451
13.136211,1.649874
13.168120,1.659093
13.203747,1.666899
13.237577,1.695229
13.269408,1.706249
13.305760,1.719456
13.338245,1.739814
13.370245,1.756454
13.405212,1.771467
13.436163,1.786495
13.468461,1.806792
13.501925,1.826718
13.535334,1.845303
13.568460,1.860931
13.603953,1.906245
13.638894,1.942702
13.672142,1.948375
13.703661,1.972661
13.738828,1.999691
13.771350,2.027196
13.804937,2.030043
13.841797,2.065876
13.876978,2.084428
13.912026,2.140381
13.946596,2.118776
13.980131,2.170367
14.013322,2.165588
14.044757,2.193507
14.079160,2.216437
14.115374,2.231521
14.149758,2.249206
14.183588,2.265898
14.215203,2.276429
14.249424,2.312418
14.281379,2.307895
14.314829,2.353221
14.347873,2.357751
14.380063,2.383066
14.413676,2.385363
14.445241,2.403000
14.480468,2.429159
14.513992,2.448757
14.546752,2.469710
14.577886,2.474788
14.611968,2.493227
14.646302,2.523846
14.678268,2.533478
14.709079,2.518246
14.743569,2.554688
14.777134,2.563750
14.809270,2.576606
14.843714,2.601086
14.875287,2.597235
14.911269,2.621742
14.944380,2.633152
14.978624,2.639758
15.013566,2.669810
15.044843,2.654929
15.080222,2.660713
15.113423,2.674040
15.146173,2.692544
15.181320,2.700891
15.213615,2.724278
15.248333,2.726012
15.284013,2.728130
15.312884,2.744399
15.349505,2.758143
15.381420,2.736267
15.414799,2.775895
15.449000,2.775876
15.484467,2.788853
15.519170,2.800892
15.553910,2.809526
15.588423,2.808575
15.619305,2.802582
15.654455,2.811567
15.689343,2.812828
15.722015,2.827720
15.753757,2.759464
15.790328,2.740883
15.821900,2.707466
15.856381,2.692710
15.890995,2.598264
15.923760,2.641661
15.959408,2.528649
15.993734,2.554041
16.024920,2.501734
16.058475,2.476690
16.091608,2.441824
16.130388,2.395810
16.161571,2.341043
16.195058,2.350911
16.230172,2.251374
16.261245,2.281729
16.295836,2.171982
16.330742,2.238864
16.362828,2.147120
16.394217,2.159461
16.429969,2.088372
16.462703,2.128487
16.492744,2.053513
16.527861,2.071551
16.562497,2.053644
16.595012,2.061807
16.628361,2.032125
16.662560,2.009401
16.694314,2.009559
16.724641,1.982618
16.762893,1.988610
16.793944,2.002234
16.826322,1.966909
16.861007,1.979949
16.894264,1.993919
16.928792,1.986414
16.961928,1.994943
16.993297,2.003774
17.025333,2.030612
17.060349,2.021561
17.091889,2.024692
17.128324,2.024302
17.161738,2.036404
17.196666,2.052793
17.231194,2.056729
17.262226,2.077251
17.297124,2.073602
17.328824,2.083531
17.363918,2.092980
17.398970,2.098680
17.431254,2.095506
17.463434,2.113177
17.496002,2.128529
17.529574,2.145432
17.564757,2.153233
17.599451,2.160473
17.631772,2.197062
17.666618,2.207635
17.699848,2.222904
17.734473,2.204734
17.766584,2.225945
17.798718,2.235971
17.835350,2.279446
17.866879,2.313835
17.899747,2.324075
17.933534,2.337825
17.965963,2.367649
17.998236,2.372829
18.036769,2.346430
18.070150,2.368181
18.101768,2.422847
18.136495,2.426702
18.170723,2.443133
18.207231,2.453304
18.240357,2.468099
18.271505,2.495976
18.305988,2.499152
18.339440,2.521370
18.369836,2.528732
18.406448,2.548948
18.438739,2.567984
18.469923,2.576563
18.505942,2.604968
18.540026,2.602968
18.573063,2.609635
18.607396,2.629551
18.639734,2.643100
18.673982,2.646356
18.708049,2.664411
18.740506,2.673813
18.775091,2.679768
18.807865,2.690229
18.842248,2.701272
18.871894,2.706238
18.909135,2.710637
18.941008,2.722173
18.970231,2.734998
19.005928,2.746486
19.039484,2.744279
19.075097,2.757952
19.108462,2.742406
19.143767,2.706881
19.175580,2.708163
19.207558,2.707379
19.242622,2.683242
19.274266,2.681459
19.310424,2.652967
19.342774,2.590720
19.378196,2.564529
19.411923,2.513968
19.445953,2.458893
19.477910,2.407001
19.512461,2.343381
19.544563,2.295575
19.577401,2.272414
19.615806,2.212269
19.646171,2.239452
19.681504,2.119039
19.713588,2.136088
19.747485,2.043259
19.778153,2.049021
19.814468,1.980787
19.848652,1.937826
19.879891,1.940911
19.913938,1.910302
19.950682,1.870489
19.984351,1.875137
20.016142,1.823773
20.049053,1.836351
20.082251,1.826473
20.113317,1.848638
20.147243,1.830235
20.180839,1.860749
20.216344,1.836358
20.248550,1.877798
20.282523,1.862057
20.314883,1.878278
20.347241,1.888578
20.380406,1.895518
20.410907,1.906809
20.445311,1.928493
20.480476,1.914130
20.513476,1.925148
20.548081,1.962859
20.579481,1.955318
20.612923,1.967427
20.645488,1.957300
20.676475,1.978158
20.713303,1.990698
20.746713,1.981232
20.778384,2.001214
20.812240,2.023790
20.846153,1.996221
20.880951,2.045004
20.913757,2.005351
20.950354,2.070452
20.982873,2.007608
21.016180,2.059295
21.050737,2.036459
21.084108,2.058928
21.114227,2.048519
21.146341,2.075071
21.182618,2.072333
21.215379,2.070230
21.248244,2.120603
21.280861,2.070935
21.315173,2.105284
21.348881,2.140730
21.381243,2.101244
21.414439,2.167703
21.448182,2.133467
21.482183,2.152000
21.515568,2.167794
21.547902,2.132877
21.580333,2.199714
21.612416,2.146244
21.646208,2.201892
21.680608,2.177831
21.714723,2.229126
21.747206,2.236310
21.780164,2.267807
21.809723,2.237724
21.846521,2.286025
21.877899,2.307087
21.913202,2.321250
21.944923,2.363675
21.983460,2.348741
22.015527,2.381684
22.050584,2.412945
22.083612,2.424550
22.114777,2.423667
22.152723,2.449262
22.187243,2.469986
22.221937,2.479870
22.255660,2.490600
22.285915,2.518657
22.322942,2.526926
22.357727,2.553398
22.391257,2.550916
22.423716,2.563862
22.457966,2.571124
22.491668,2.588511
22.525546,2.590997
22.560254,2.570881
22.592779,2.618674
22.625463,2.639509
22.659168,2.623484
22.693626,2.656105
22.728857,2.665768
22.759753,2.674355
22.794469,2.688718
22.825050,2.671859
22.860900,2.676960
22.893952,2.698043
22.928382,2.691984
22.962734,2.696034
22.995507,2.697797
23.028661,2.690422
23.062031,2.694028
23.095645,2.688014
23.129572,2.685849
23.162681,2.691866
23.197329,2.688577
23.230826,2.700663
23.264291,2.690350
23.295968,2.701239
23.328841,2.696784
23.362534,2.692831
23.396003,2.667043
23.426598,2.640170
23.462923,2.609125
23.494424,2.581894
23.528421,2.552072
23.562230,2.514823
23.594683,2.490982
23.629748,2.439189
23.660803,2.416425
23.697581,2.322536
23.727534,2.275314
23.762854,2.248329
23.793849,2.157599
23.826597,2.182004
23.859504,2.102170
23.892094,2.008436
23.928029,2.060584
23.960240,1.979888
23.993287,1.915673
24.027432,1.925989
24.061015,1.869265
24.093615,1.816811
24.131712,1.783259
24.165796,1.794245
24.198131,1.721811
24.231861,1.728307
24.264976,1.676383
24.297730,1.667901
24.330916,1.634882
24.364395,1.658041
24.399746,1.667958
24.431799,1.642654
24.465625,1.649158
24.505488,1.642929
24.536844,1.645972
24.570161,1.653436
24.602288,1.653485
24.634556,1.655787
24.669657,1.663696
24.702513,1.658326
24.734072,1.655006
24.767438,1.653637
24.802943,1.635483
24.837930,1.633583
24.870963,1.639520
24.903007,1.642205
24.936064,1.646404
24.969051,1.630380
25.002723,1.637216
25.036176,1.636834
25.068950,1.616613
25.103914,1.608681
25.135094,1.630323
25.169647,1.609416
25.203998,1.632439
25.233402,1.620153
25.272262,1.601431
25.306245,1.622929
25.340918,1.637793
25.374575,1.619719
25.404745,1.632696
25.438086,1.622675
25.471467,1.645183
25.504933,1.620351
25.544616,1.624373
25.576801,1.639192
25.610555,1.636943
25.642012,1.637679
25.677078,1.638497
25.708969,1.645821
25.741340,1.629038
25.777084,1.631465
25.807125,1.653272
25.840941,1.656188
25.874447,1.654891
25.912260,1.667454
25.943213,1.666757
25.979120,1.667938
26.012419,1.659166
26.044134,1.648012
26.082040,1.654616
26.111899,1.637886
26.145801,1.635247
26.180589,1.614433
26.214480,1.602099
26.247262,1.580551
26.282406,1.579290
26.317402,1.549275
26.350918,1.534750
26.384052,1.527802
26.417615,1.514179
26.452503,1.499344
26.487308,1.512658
26.522398,1.470839
26.550874,1.474905
26.589725,1.460246
26.620381,1.450743
26.655956,1.436318
26.689233,1.442884
26.722900,1.424247
26.753639,1.422953
26.788138,1.420187
26.822272,1.408866
26.855593,1.396009
26.887499,1.391149
26.921424,1.406063
26.953886,1.403912
26.988363,1.419383
27.018199,1.401710
27.052538,1.427788
27.088137,1.421010
27.120474,1.451383
27.157427,1.444615
27.191197,1.449450
27.227126,1.457048
27.260022,1.466723
27.293708,1.467191
27.326973,1.476407
27.361704,1.487816
27.393542,1.480845
27.430598,1.481028
27.464630,1.483844
27.496551,1.477532
27.531901,1.456561
27.566787,1.502551
27.599337,1.465996
27.632021,1.473232
27.663098,1.477179
27.699065,1.480869
27.731098,1.486071
27.764553,1.482982
27.798870,1.478263
27.832913,1.483484
27.868249,1.517671
27.899875,1.492244
27.931077,1.484989
27.966540,1.486036
28.000182,1.487337
28.032446,1.496854
28.067646,1.496177
28.099496,1.485796
28.134779,1.492673
28.164609,1.496934
28.198742,1.502483
28.233383,1.488344
28.267217,1.502648
28.297894,1.508556
28.331759,1.497022
28.362949,1.528108
28.401906,1.509196
28.434642,1.501229
28.466602,1.501744
28.499380,1.530472
28.535428,1.526151
28.567616,1.508948
28.603713,1.517751
28.637293,1.542609
28.671010,1.546484
28.700879,1.516182
28.736022,1.541184
28.770561,1.526083
28.804538,1.536299
28.836119,1.539417
28.872202,1.569268
28.904873,1.564980
28.937716,1.560126
28.968841,1.571738
29.005550,1.576301
29.041095,1.580847
29.074530,1.585768
29.106995,1.591878
29.139343,1.589095
29.171599,1.602881
29.207886,1.608621
29.240627,1.608129
29.274593,1.610719
29.307967,1.623102
29.339563,1.619495
29.370485,1.624208
29.405682,1.624008
29.442032,1.620479
29.474373,1.617620
29.511338,1.616670
29.545149,1.613934
29.578129,1.607232
29.610606,1.619382
29.643748,1.598980
29.675943,1.624584
29.710606,1.616242
29.742957,1.602224
29.776557,1.625661
29.811720,1.623533
29.845642,1.603260
29.880798,1.626170
29.913032,1.611145
29.946788,1.610761
29.981223,1.640705
30.013226,1.614507
30.049038,1.665455
30.081532,1.622350
30.114103,1.609918
30.150261,1.634137
30.181262,1.633874
30.217061,1.626196
30.247990,1.663025
30.281885,1.628608
30.314647,1.639640
30.351486,1.641732
30.381314,1.616285
30.418181,1.617166
30.450264,1.612526
30.482827,1.604632
30.518043,1.597242
30.552608,1.578678
30.588912,1.574810
30.620955,1.533570
30.657224,1.534528
30.689766,1.505793
30.722141,1.483337
30.757153,1.475068
30.789246,1.427534
30.825678,1.435820
30.855943,1.394456
30.889759,1.370836
30.925432,1.358974
30.956656,1.344278
30.991371,1.310100
31.023362,1.283072
31.056184,1.279704
31.091702,1.258786
31.125860,1.245889
31.159678,1.224737
31.193555,1.223313
31.227319,1.206308
31.258485,1.195035
31.292268,1.181522
31.327229,1.167105
31.360501,1.160888
31.391988,1.143226
31.428983,1.126838
31.459302,1.115358
31.493293,1.104329
31.524477,1.100040
31.558338,1.097603
31.593386,1.084470
31.628509,1.081415
