sim_time,speed_m_s
0.000000,0.066126
0.040201,0.570845
0.080214,0.970303
0.116453,1.290112
0.145463,1.716159
0.180235,1.981649
0.214546,2.208345
0.251009,2.590755
0.283958,2.930032
0.318006,0.747733
0.351610,0.318736
0.387212,0.196951
0.421015,0.095318
0.456074,0.017139
0.489054,0.104444
0.527262,0.200650
0.559282,0.334818
0.589889,0.148277
0.626734,0.063304
0.658177,0.026375
0.693646,0.025005
0.726368,0.014623
0.761396,0.012828
0.792468,0.009715
0.828062,0.017078
0.860047,0.004406
0.896001,0.012501
0.930407,0.020904
0.965385,0.014355
0.996562,0.004861
1.029668,0.016137
1.062055,0.005100
1.101731,0.000000
1.134678,0.000000
1.168037,0.000000
1.199607,0.000000
1.235296,0.000000
1.269959,0.000000
1.304724,0.000000
1.335925,0.000000
1.368590,0.000000
1.398999,0.000000
1.437069,0.000000
1.469652,0.000000
1.505742,0.000000
1.538378,0.000000
1.571352,0.000000
1.603877,0.000000
1.637367,0.000000
1.673138,0.000000
1.707193,0.000000
1.739230,0.000000
1.769394,0.000000
1.803691,0.000000
1.839836,0.000000
1.872787,0.000000
1.904474,0.000000
1.939027,0.000000
1.972061,0.000000
2.007292,0.000000
2.044104,0.000000
2.074579,0.000000
2.110250,0.000000
2.140427,0.004876
2.178298,0.001945
2.211865,0.001658
2.244166,0.002318
2.274819,0.001382
2.308283,0.001217
2.343702,0.001426
2.376963,0.000550
2.411011,0.000086
2.445017,0.000494
2.475808,0.000408
2.511723,0.000151
2.546821,0.000082
2.578125,0.000702
2.613550,0.000037
2.647866,0.000869
2.678008,0.000359
2.713023,0.000719
2.745309,0.000395
2.781685,0.001158
2.813007,0.001157
2.847003,0.000473
2.883695,0.006427
2.920357,0.000274
2.953861,0.000013
2.987162,0.000343
3.020626,0.000315
3.054118,0.000045
3.090323,0.000376
3.122527,0.000195
3.154918,0.000160
3.186613,0.000604
3.222219,0.000647
3.251639,0.000949
3.285411,0.001355
3.320631,0.001806
3.352128,0.000397
3.384383,0.000057
3.420126,0.000563
3.456676,0.001666
3.490847,0.002109
3.527470,0.000779
3.561802,0.000583
3.594392,0.000240
3.628083,0.000331
3.661460,0.001535
3.696025,0.002052
3.728951,0.000994
3.758810,0.000000
3.792951,0.000422
3.826399,0.000962
3.858814,0.000018
3.893774,0.000762
3.924869,0.000781
3.959718,0.001601
3.993012,0.000784
4.023711,0.000071
4.057248,0.000330
4.091823,0.000994
4.125076,0.000843
4.158415,0.001362
4.192088,0.000402
4.226371,0.001429
4.258186,0.001661
4.294529,0.000829
4.326761,0.001036
4.359612,0.001031
4.392505,0.000075
4.426003,0.000162
4.459021,0.000366
4.492680,0.000043
4.527921,0.000505
4.558932,0.000425
4.591762,0.000918
4.628735,0.000284
4.659778,0.000289
4.696234,0.000170
4.727461,0.000475
4.761451,0.000373
4.796499,0.000629
4.828741,0.000209
4.862664,0.000966
4.892990,0.000274
4.929450,0.000016
4.962069,0.000886
4.994864,0.002165
5.027535,0.002452
5.061125,0.000108
5.094459,0.000123
5.125287,0.000460
5.160090,0.000201
5.192650,0.000351
5.228547,0.000682
5.258943,0.000796
5.293382,0.002238
5.324025,0.000267
5.359099,0.002136
5.391736,0.000028
5.424347,0.000789
5.458909,0.001931
5.491916,0.000635
5.523507,0.004692
5.561747,0.000907
5.593831,0.001321
5.627232,0.000114
5.662215,0.002558
5.696717,0.000520
5.730614,0.000911
5.762852,0.000328
5.798190,0.000825
5.831078,0.000116
5.863623,0.006934
5.895925,0.255989
5.931829,0.366387
5.961660,0.384441
5.996396,0.380047
6.030393,0.395718
6.063798,0.389192
6.098662,0.380213
6.132636,0.391343
6.165791,0.402774
6.198571,0.420929
6.231911,0.429093
6.265606,0.435919
6.296898,0.440684
6.330963,0.467627
6.364694,0.479627
6.398814,0.491348
6.428875,0.507669
6.466783,0.503521
6.500261,0.524029
6.534747,0.542712
6.567842,0.538232
6.602173,0.558281
6.634388,0.579320
6.671023,0.587614
6.704017,0.600836
6.737639,0.613790
6.769595,0.635136
6.800458,0.625556
6.836487,0.644311
6.870561,0.653174
6.903077,0.676283
6.938205,0.673047
6.967879,0.687156
7.005352,0.697197
7.037413,0.706957
7.072924,0.715864
7.103436,0.703158
7.136061,0.697155
7.171319,0.689272
7.204308,0.683076
7.238537,0.669817
7.273976,0.667914
7.304053,0.659197
7.338823,0.657885
7.372020,0.639235
7.408611,0.631950
7.440977,0.632181
7.477013,0.621022
7.508868,0.603894
7.543559,0.609487
7.573640,0.607366
7.608347,0.597332
7.640144,0.599662
7.675555,0.602605
7.710423,0.605495
7.743279,0.613926
7.777100,0.616420
7.810551,0.624711
7.843899,0.636095
7.877785,0.646906
7.908344,0.654811
7.941642,0.663432
7.972805,0.676177
8.007729,0.683269
8.042523,0.684294
8.075543,0.699670
8.109061,0.705100
8.139291,0.723157
8.173533,0.722208
8.209501,0.738960
8.243817,0.725588
8.277493,0.718613
8.308597,0.723567
8.340288,0.723341
8.375810,0.716320
8.407987,0.714380
8.441035,0.695666
8.477096,0.701112
8.509623,0.707633
8.544419,0.701153
8.578079,0.707300
8.610174,0.711345
8.643147,0.717668
8.674981,0.724397
8.712881,0.738561
8.745149,0.751626
8.776549,0.780754
8.811372,0.774627
8.845737,0.792728
8.880402,0.809059
8.913337,0.824125
